value,type,language
Late Night Latina,SeriesName,en
You Are What You Wear,VodName,en
broken arrows,TrackName,en
swisscom tv box,SmartHomeDeviceName,en
4gotTen,VodName,en
borderline,AlbumName,en
lil mosey,ArtistName,en
SophieCo,SeriesName,en
Inside Cinema,BroadcastName,en
nagelneu,TrackName,en
Swisscom TV avec Entertainment OS 3.2,ClipName,en
Gangster Squad,SeriesName,en
Danny and Mick,VodName,en
Premium Collection,VodName,en
Rachel Khoo's Kitchen Notebook: Cosmopolitan Cook,SeriesName,en
Sink the Bismarck,SeriesName,en
Madagaskar,BroadcastName,en
Smokey And The Bandit Part 3,SeriesName,en
5 News at 5,VodName,en
bei nacht,TrackName,en
Nightmares & Dreamscapes: From the Stories of Stephen King,VodName,en
we prick you,AlbumName,en
SWR 1 Baden-Württemberg,RadioChannelName,en
The Last Man on Earth,SeriesName,en
44,TvChannelPosition,en
Toy Story 4,VodName,en
"In memoriam Jiri Menzel: Vaše more, naše more",BroadcastName,en
North Country,BroadcastName,en
"Mirror, Mirror",VodName,en
Star Vijay,TvChannelName,en
on 23.6,LocalsearchTimeStampStartDay,en
wave,TrackName,en
Kill Switch,SeriesName,en
Benidorm: Brits on the Pull,SeriesName,en
Tottenham Hotspur : Ajax Amsterdam,ClipName,en
The Headsman,SeriesName,en
la meme,TrackName,en
Rocky Iv,BroadcastName,en
Andy's Dino Toybox,BroadcastName,en
all of the channels,AreaName,en
Nick Cope's Popcast,BroadcastName,en
55,TvChannelPosition,en
Legion,BroadcastName,en
TEST - City - Donezk - TEST,ClipName,en
Ben 10,VodName,en
The Radio Talk Show Killer,BroadcastName,en
Ava Gardner,ParticipantName,en
Barbie and Her Sisters In A Pony Tale,BroadcastName,en
Ricky Zoom,VodName,en
Legend Of The Guardians: The Owls Of Ga'hoole,VodName,en
Kung Fu Panda,VodName,en
Football - World Cup Qualifiers,SeriesName,en
A Happening Of Monumental Proportions,SeriesName,en
Unter Deutschen Betten,SeriesName,en
Sugarbabies,BroadcastName,en
Universal,TvChannelName,en
Guardians of the Galaxy: The Thanos Threat,BroadcastName,en
Mr Magoo,SeriesName,en
The Bleeder,BroadcastName,en
"I Do , I Do , I Do",SeriesName,en
Great Lakes Wild,BroadcastName,en
Garfield: The Movie,SeriesName,en
Nedbank Golf Challenge - Tag 2,SportEventName,en
The Game,SeriesName,en
Small Fortune,SeriesName,en
Happy Feet Two,BroadcastName,en
The Possession Of Hannah Grace,BroadcastName,en
The Clovehitch Killer,BroadcastName,en
Sarah & Duck,SeriesName,en
uproar,TrackName,en
Melissa McCarthy,ParticipantName,en
The Comedy Years,VodName,en
The X Factor,SeriesName,en
Charlie St Cloud,SeriesName,en
the power of good bye,AlbumName,en
Minder,VodName,en
Sightseers,VodName,en
hexed,AlbumName,en
Andrew Marr's Great Scots: The Writers Who Shaped a Nation,BroadcastName,en
on 29.5,LocalsearchTimeStampStartDay,en
Drone Wars,BroadcastName,en
Beginners,VodName,en
quiere beber,TrackName,en
Snakes On A Plane,SeriesName,en
The Grudge 2,VodName,en
azad,ArtistName,en
Child's Play,VodName,en
good guy,TrackName,en
mi gente,TrackName,en
Home and Away,BroadcastName,en
Almoukhrieg,BroadcastName,en
Jigs and Wigs: The Extreme World of Irish Dancing,VodName,en
my 105 Dance,RadioChannelName,en
Life Itself,BroadcastName,en
The Return of Sherlock Holmes,BroadcastName,en
Athletics: British Championships,VodName,en
Spirit - Stallion Of The Cimarron,BroadcastName,en
Hunt For The Shoe Rapist,SeriesName,en
gemitaiz,ArtistName,en
Gone Girl,VodName,en
Sofia The First: Once Upon A Princess,SeriesName,en
Miss Congeniality 2,BroadcastName,en
Salvage Hunters: Classic Cars,BroadcastName,en
New Day Saturday,SeriesName,en
Dolphin Tale 2,SeriesName,en
Tom Kerridge Barbecues,VodName,en
Very Cavallari,SeriesName,en
virgin media'SV festival,SeriesName,en
The Swan Princess: Kingdom Of Music,SeriesName,en
Gone,SeriesName,en
within temptation,ArtistName,en
Trawler Wars,SeriesName,en
Indiscretion,BroadcastName,en
Bloomberg ETF IQ,SeriesName,en
Alice In Wonderland,SeriesName,en
Red Dragon,VodName,en
mamma mia,TrackName,en
GI Joe - Rise Of Cobra,VodName,en
En Chance Til,SeriesName,en
alice in chains,ArtistName,en
Dragons,SeriesName,en
victory,AlbumName,en
Shipwreck Secrets,BroadcastName,en
Luchino Visconti,ParticipantName,en
Anastasia,VodName,en
guilty by association,TrackName,en
Mean Girls 2,VodName,en
The Radical Story of Patty Hearst,VodName,en
Wild Brazil,VodName,en
19:00,LocalsearchTimeStampEndTime,en
alright,TrackName,en
The Breakfast Club,VodName,en
The Void,BroadcastName,en
When TV Guests Go Horribly Wrong,BroadcastName,en
on 1.4,LocalsearchTimeStampStartDay,en
Mistress America,SeriesName,en
Teleclub GOAL: Die Fussball-Highlights als Live-Clips auf's Handy erhalten,ClipName,en
The Diary Of A Teenage Girl,BroadcastName,en
Scary Movie 5,VodName,en
Horse Racing,SeriesName,en
Allied,SeriesName,en
Room,SeriesName,en
Jack the Giant Slayer,VodName,en
Life On The Line,VodName,en
Sounds of the US,SeriesName,en
terrace,SmartHomeDeviceName,en
Killer Family: A Nanny Nightmare,BroadcastName,en
otro trago,TrackName,en
Dalziel and Pascoe,VodName,en
Dirty Jobs,VodName,en
First Move with Julia Chatterley,BroadcastName,en
Olympic Channel,AppName,en
El Cuerpo,SeriesName,en
Flatliners,BroadcastName,en
Men Behaving Badly,BroadcastName,en
Highway Patrol,BroadcastName,en
Peter Kay's Comedy Shuffle,BroadcastName,en
Popular Photography,AppName,en
Briefings,VodName,en
"10,000 BC",SeriesName,en
My Little Pony: Friends Are Never Far Away,VodName,en
Rachel Khoo's Simple Pleasures,SeriesName,en
The Addams Family,BroadcastName,en
Ribbit,BroadcastName,en
Time Out Of Mind,BroadcastName,en
English In Focus,SeriesName,en
inside of me,TrackName,en
3 pm,LocalsearchTimeStampStartTime,en
dieser weg,TrackName,en
Alpha Jura,TvChannelName,en
Disney,TvChannelName,en
Her Majesty Queen Elizabeth Ii -  A Diamond Celebration,BroadcastName,en
all the time,TrackName,en
Conni and Co 2 : Das Geheimnis Des T-rex,BroadcastName,en
sex tape,TrackName,en
drück drück,TrackName,en
otro trago remix,TrackName,en
"As Above, So Below",BroadcastName,en
Up All Night! Kiss Beats,VodName,en
you must love me,AlbumName,en
Rolling in It,BroadcastName,en
Al Jazeera World,BroadcastName,en
Filthy House SOS,VodName,en
ATP World Tour Finals - Tag 6,SportEventName,en
The 33,SeriesName,en
Qi Zi,ParticipantName,en
father of 4,AlbumName,en
Snow White And the Huntsman,VodName,en
Pound Of Flesh,VodName,en
Dark Star - Hr Gigers Welt,SeriesName,en
Blood Feast,VodName,en
Ride Along,VodName,en
Olympics Rewind: London,SeriesName,en
überlebt,TrackName,en
when we all fall asleep where do we go,AlbumName,en
Sky Sport,SeriesName,en
Impact Wrestling,VodName,en
Inside Number 10,BroadcastName,en
Aliens,VodName,en
Atomic Age Declassified,BroadcastName,en
in jener nacht,AlbumName,en
Tell the World,SeriesName,en
ich und keine maske,AlbumName,en
rooz,ArtistName,en
Wild Card,SeriesName,en
Ne Te Retourne Pas,SeriesName,en
Krigen,SeriesName,en
Mugen No Jûnin,SeriesName,en
3 : 10 To Yuma ( 1957 ),BroadcastName,en
Bridging the Golden Gate,VodName,en
FC St Pauli,SportParticipantName,en
The Little Vampire,BroadcastName,en
NFL,VodName,en
The Eagle Huntress,SeriesName,en
mary s boy child,TrackName,en
Another Soul,BroadcastName,en
Awol-72,VodName,en
Robinson Crusoe on Mars,VodName,en
Doc Martin,VodName,en
"I , Anna",VodName,en
BVN TV,TvChannelName,en
the healing game,AlbumName,en
Rio 2,VodName,en
live from the artists den,AlbumName,en
The Beauty of Maps,BroadcastName,en
Barbie And The Magic Of Pegasus,SeriesName,en
Tele Z,TvChannelName,en
Operation Avalanche,VodName,en
The 77 Percent,SeriesName,en
Barbie In The Pink Shoes,VodName,en
Our School,VodName,en
banx and ranx,ArtistName,en
Snabba Cash - Livet Deluxe,SeriesName,en
Do The Right Thing,BroadcastName,en
The Equalizer,SeriesName,en
A Family Man,BroadcastName,en
Adaptation,VodName,en
Stadtfilter,RadioChannelName,en
The Free State Of Jones,BroadcastName,en
Pirates Of The Caribbean,BroadcastName,en
designer,AlbumName,en
gang gang,TrackName,en
1 . FCK ö ln,SportParticipantName,en
Yawmyieatt Zougah Mafrousah,BroadcastName,en
Terminator: Dark Fate,BroadcastName,en
Superbad,BroadcastName,en
Rick Stein's Secret France,BroadcastName,en
NPO Radio 1,RadioChannelName,en
HappyKids.tv,AppName,en
Richard Osman's House of Games,SeriesName,en
Starred Up,SeriesName,en
The Da Vinci Code,SeriesName,en
The Berlin Wall,AppName,en
Catherine Zeta-Jones,ParticipantName,en
78,TvChannelPosition,en
girls,TrackName,en
Radio 32 Goldies,RadioChannelName,en
Cine + Emotion,TvChannelName,en
never be the same,TrackName,en
benz diggi,TrackName,en
Charlie and the Chocolate Factory,BroadcastName,en
Pusher,BroadcastName,en
Street Art Challenge,VodName,en
Snatch,SeriesName,en
Bernie The Dolphin 2,VodName,en
Blinded By The Light,BroadcastName,en
Star Wars: Return Of The Jedi,BroadcastName,en
Grace Of Monaco,VodName,en
olé olé,TrackName,en
Imperium,VodName,en
tes parents,TrackName,en
Euro News Italian,TvChannelName,en
THW Kiel : FC Porto Sofarma,SportEventName,en
1 pm,LocalsearchTimeStampEndTime,en
Prime Suspect 1973,BroadcastName,en
Desperado,BroadcastName,en
old town road remix,TrackName,en
Begin Again,VodName,en
Le Petit Spirou,VodName,en
TEST - Lyon - Hoffenheim - TEST,ClipName,en
Tres Bodas De Más,VodName,en
First Position,SeriesName,en
leg,TrackName,en
American Graffiti,VodName,en
E ! Entertainment Germany,TvChannelName,en
Love Finds You In Sugarcreek,SeriesName,en
Dempsey and Makepeace,SeriesName,en
i have the key,TrackName,en
Ninja,VodName,en
Arctic Secrets,BroadcastName,en
The Tom and Jerry Show,VodName,en
"Thor , God Of Thunder",BroadcastName,en
western,AreaName,en
i saw mommy kissing santa claus,TrackName,en
The Crow,SeriesName,en
sweet darling,TrackName,en
Love Your Garden,BroadcastName,en
natti natasha,ArtistName,en
Euromaxx,SeriesName,en
ssio,ArtistName,en
Eamonn & Ruth: How the Other Half Lives,VodName,en
Gordon Ramsay's Home Cooking,VodName,en
Jade Fever,VodName,en
America's News,SeriesName,en
Live Eishockey: Skellefteå AIK - Djurgården Stockholm,SportEventName,en
The Vault,BroadcastName,en
kilo,TrackName,en
FIA World Endurance Championship,BroadcastName,en
Coldwater,SeriesName,en
The Legend Of Tarzan,BroadcastName,en
Celebrity Antiques Road Trip,SeriesName,en
The Point Men,BroadcastName,en
Formula 1: Tuscany Grand Prix,SeriesName,en
my105 Deluxe,RadioChannelName,en
mexico,AlbumName,en
European Cup Winners,SeriesName,en
The Assassination Of Jesse James By The Coward Robert Ford,VodName,en
Mediterranean with Simon Reeve,SeriesName,en
Ex Machina,BroadcastName,en
Hellboy II : The Golden Army,BroadcastName,en
Pan,SeriesName,en
Border Security: America's Front Line,SeriesName,en
RV,SeriesName,en
on 4.9,LocalsearchTimeStampStartDay,en
10 Minutes Gone,VodName,en
Get Squirrely,SeriesName,en
still dre,TrackName,en
300: Rise Of An Empire,VodName,en
was du liebe nennst,TrackName,en
war movies,AreaName,en
79,TvChannelPosition,en
My Life In Ruins,VodName,en
First Reformed,VodName,en
Ladbrokes Premiership,SportCompetitionName,en
Dwelling,VodName,en
Wer Hat Eigentlich Die Liebe Erfunden?,SeriesName,en
pressure,AlbumName,en
Cops vs Criminals: Crime & Punishment,VodName,en
Head Full Of Honey,VodName,en
6 Below,VodName,en
Xxx,SeriesName,en
Delicious Duets! 1990-1999,SeriesName,en
Nadiya's Family Favourites,BroadcastName,en
hin und weg,AlbumName,en
half a minute,RouterWiFiDuration,en
Met While Incarcerated,VodName,en
mau y ricky,ArtistName,en
Cabin Fever 3,VodName,en
SD Amorebieta,SportParticipantName,en
About Ray,SeriesName,en
The Emoji Movie,VodName,en
Mamma Mia!,SeriesName,en
Live Eishockey: Yunost Minsk - Red Bull München,SportEventName,en
Milkshake! Monkey's Amazing Adventures,SeriesName,en
Knock,BroadcastName,en
Secret Life of the Kangaroo,SeriesName,en
Vantage Point,VodName,en
Espanyol Barcelona,SportParticipantName,en
Fyie Rehab Alkorran,SeriesName,en
Outback Truckers,BroadcastName,en
The Secret Life of Puppies,SeriesName,en
Year One,BroadcastName,en
Carry on Sergeant,VodName,en
Batman & Robin,BroadcastName,en
Britain's Greatest Pilot: The Extraordinary Story of Captain Winkle Brown,VodName,en
gravity rebirth and evolution,AlbumName,en
American Pie 2,SeriesName,en
Rouge,TvChannelName,en
CNN Special Report,BroadcastName,en
Wild At Heart,SeriesName,en
bad bitches only,TrackName,en
pièce no six,TrackName,en
the narrative,ArtistName,en
Hatchet the second I,BroadcastName,en
For Love Of The Game,SeriesName,en
Scrubs,BroadcastName,en
harami,TrackName,en
Missing or Murdered?,SeriesName,en
Open Water 3 : Cage Dive,BroadcastName,en
RADIO BERN 1 Love & Relax,RadioChannelName,en
apache 207,ArtistName,en
Ainsley Harriott: The Food We Love,SeriesName,en
Steps' Ultimate 90s Party!,BroadcastName,en
Ibiza Dreams,SeriesName,en
Andy's Dinosaur Adventures,VodName,en
The Messengers,BroadcastName,en
The Story,VodName,en
Cycling: UCI Road World Championships,SeriesName,en
Match of the Day 2,BroadcastName,en
Level 16,SeriesName,en
We Are Boats,SeriesName,en
Welcome to the new Swisscom,BroadcastName,en
one thing right,TrackName,en
Kongen Av Bastøy,BroadcastName,en
R.v.,VodName,en
Шифр,BroadcastName,en
polo g,ArtistName,en
Secrets of Britain,BroadcastName,en
FC St.Gallen,SportParticipantName,en
Dorian Gray,BroadcastName,en
The Third Man,SeriesName,en
Clubland: The Lost Tapes!,VodName,en
Terror - Ihr Urteil,VodName,en
Despicable Me 3,SeriesName,en
love lies,TrackName,en
lfm TV,TvChannelName,en
madonna,AlbumName,en
16 minutes,Duration,en
jazn,ArtistName,en
Black Sea,BroadcastName,en
Canal 3 F,RadioChannelName,en
Saint Amour,BroadcastName,en
80s v 90s Rock Legends!,BroadcastName,en
primitif,TrackName,en
Next,VodName,en
Pittsburgh Penguins : New Jersey Devils,SportEventName,en
Keep Fit,SeriesName,en
Digging for Britain,BroadcastName,en
"Hilfe, Ich Hab Meine Eltern Geschrumpft",VodName,en
moments of intimacy,TrackName,en
Girls Just Wanna Have Fun! '84-'19,SeriesName,en
House of the Gipsies - Sing Jazz 2018,SeriesName,en
Tagesschau 24,TvChannelName,en
Rick Stein's Food Heroes,VodName,en
Booze Traveler,BroadcastName,en
Live Liverpool Trophy Lift,SeriesName,en
August: Osage County,VodName,en
Canal Plus,TvChannelName,en
Living Golf,VodName,en
Melissa & Joey,VodName,en
Tommy Cooper,SeriesName,en
Fargo,SeriesName,en
10:30,LocalsearchTimeStampEndTime,en
R101 Urban Night,RadioChannelName,en
The Nut Job 2 : Nutty By Nature,VodName,en
World War II in Colour,BroadcastName,en
Up All Night! Kiss Beats,BroadcastName,en
What Men Want,VodName,en
Deadly Australians,BroadcastName,en
My Little Pony Chrystal Princess: The Runaway Rainbow,BroadcastName,en
Cast a Long Shadow,VodName,en
Africa's Great Civilisations,BroadcastName,en
Empire of the Tsars: Romanov Russia with Lucy Worsley,BroadcastName,en
Escape From Tibet - Wie Zwischen Himmel Und Erde,BroadcastName,en
An Inconvenient Truth,BroadcastName,en
1 FC Union Berlin,SportParticipantName,en
Star Trek: The Next Generation,VodName,en
Godsend,VodName,en
O Arquiteto de Lisboa,SeriesName,en
Der Junge Muss An Die Frische Luft,BroadcastName,en
Reporters,BroadcastName,en
The Queen's Castle,SeriesName,en
kelly clarkson,ArtistName,en
Cycling: Tour de France,VodName,en
Hhhh - The Man With The Iron Heart,BroadcastName,en
on 23.1,LocalsearchTimeStampStartDay,en
Arctic,BroadcastName,en
Adventure Yellowstone - The World´s Popular National Park,VodName,en
BFive aktuell,RadioChannelName,en
How the Victorians Built Britain,VodName,en
Star Trek Vi: The Undiscovered Country,SeriesName,en
The Playlist,BroadcastName,en
DeeGay . FM - Classic,RadioChannelName,en
taste,TrackName,en
The 5 th Wave,BroadcastName,en
Get Hard,VodName,en
Jackie Brown,BroadcastName,en
The Mummy Returns,SeriesName,en
Timber The Treasure Dog,VodName,en
Polish Speedway,VodName,en
chlorine,TrackName,en
Cymbeline,SeriesName,en
Deeper Look From New York,SeriesName,en
macklemore and ryan lewis,ArtistName,en
Maigret,SeriesName,en
Gyimesi vadvirág,SeriesName,en
2036 Origin Unknown,BroadcastName,en
nobody knows me,TrackName,en
Sporting Funnies,VodName,en
Keepin' It Kiss,VodName,en
Monster Trucks,VodName,en
Extreme Loggers,BroadcastName,en
Hitradio Ö 3,RadioChannelName,en
The Sex Clinic,BroadcastName,en
Helmut Schmidt - Lebensfragen,SeriesName,en
Disney Junior French,TvChannelName,en
Sohn Meines Vaters,BroadcastName,en
Newsroom Tokyo,BroadcastName,en
techno,GenreName,en
Cup Championship - Tag 4,SportEventName,en
Shameless,SeriesName,en
2307: Winter's Dream,VodName,en
Z'bärg,BroadcastName,en
Very Cavallari,VodName,en
love within autumn,TrackName,en
vogue vinyl,TrackName,en
Tribal Teens,VodName,en
The MLS Show,SeriesName,en
Rete Uno,RadioChannelName,en
The Specialist,SeriesName,en
Cycling: Tour Down Under,VodName,en
brol,AlbumName,en
Willkommen Bei Den Hartmanns,SeriesName,en
Hatchet Iii,VodName,en
Britain's Most Historic Towns,VodName,en
Washington Journal,VodName,en
After School Club,VodName,en
UEFA Europa League,VodName,en
Wes Anderson,ParticipantName,en
swisscom box 2,SmartHomeDeviceName,en
Crimewatch Roadshow,BroadcastName,en
justice,AlbumName,en
The Grimes,BroadcastName,en
fame 90,AlbumName,en
kmn member,TrackName,en
Secret Knowledge,VodName,en
Wonder Park,VodName,en
Źródło nadziei,VodName,en
The Art of Persia,SeriesName,en
rebel heart,AlbumName,en
on 14.12,LocalsearchTimeStampStartDay,en
British History's Biggest Fibs with Lucy Worsley,VodName,en
Buffy the Vampire Slayer,VodName,en
Mic Drop: Eminem Vs Kanye,BroadcastName,en
IP Music,RadioChannelName,en
Bank Holiday Weekend Anthems,BroadcastName,en
Ice Hockey,TvGenre,en
George Michael 1990-1999,BroadcastName,en
Zonda: Folclore Argentino,BroadcastName,en
You've Got Mail,VodName,en
Dating: No Filter,SeriesName,en
quavo,ArtistName,en
Kristen Stewart,ParticipantName,en
Nadiya's British Food Adventure,VodName,en
hue color lamp 2,SmartHomeDeviceName,en
Life As We Know It,VodName,en
sun diego,ArtistName,en
Biz Stream,VodName,en
Endlings,SeriesName,en
Saw VI,BroadcastName,en
bloodline,TrackName,en
Speed Kills,VodName,en
Captain Marvel,VodName,en
Law Abiding Citizen,VodName,en
Beyond A Reasonable Doubt,VodName,en
quincy ME,VodName,en
Pixels,SeriesName,en
callaita,TrackName,en
Formula E: Story of Formula E,BroadcastName,en
Click,VodName,en
Kill Bill: Vol . 1,BroadcastName,en
Games Set to Music,VodName,en
Gagnez des billets VIP pour la finale de la Ligue des Champions,ClipName,en
Ultimate Love Songs! 1990-1999,BroadcastName,en
motrip,ArtistName,en
Cycling: National French Championship,BroadcastName,en
48 minutes,RouterWiFiDuration,en
The Other Side Of The Door,SeriesName,en
Kramer Vs. Kramer,BroadcastName,en
Dünya Gezegeni Günlükler,BroadcastName,en
Jamie's Money Saving Meals,SeriesName,en
Faith Matters,SeriesName,en
The Wonderful World of Baby Animals,VodName,en
Anleitung Zum Unglücklichsein,VodName,en
it s only christmas,TrackName,en
la vérité,TrackName,en
on 2.2,LocalsearchTimeStampStartDay,en
Alltime Conspiracies,AppName,en
"""So Close, the Dance No.2s! """,VodName,en
